Orthogroup	Athaliana_Araport11	Knitens_v1.1	Mpolymorpha_v6	Pmargaritaceum_v1	Ppatens_v3.3
OG0058780				pm022836g0010	
OG0058782				pm004211g0030	
OG0058788				pm004276g0080	
OG0058792				pm024803g0020	
OG0058794				pm010005g0010	
OG0058800				pm085868g0010	
OG0058801				pm017319g0010	
OG0058802					Pp3s32_285
OG0058813				pm240915g0010	
OG0058821				pm011158g0010	
OG0058825				pm011988g0020	
OG0058833				pm003663g0030	
OG0058835				pm002283g0060	
OG0058836				pm003973g0030	
OG0058838				pm194206g0010	
OG0058840				pm040255g0010	
OG0058848				pm014773g0010	
OG0058849				pm013426g0010	
OG0058850				pm011118g0020	
OG0058853				pm012407g0010	
OG0058854				pm325584g0010	
OG0058858				pm009269g0030	
OG0058861				pm000407g0010	
OG0058865				pm000917g0030	
OG0058869				pm056946g0010	
OG0058874				pm100251g0010	
OG0058882				pm002546g0020	
OG0058884				pm011505g0020	
OG0058886				pm010991g0010	
OG0058888				pm015709g0010	
OG0058891				pm003833g0030	
OG0058897				pm003916g0020	
OG0058900				pm004107g0040	
OG0058904				pm007970g0030	
OG0058905				pm012148g0010	
OG0058906				pm000311g0010	
OG0058911				pm055625g0010	
OG0058914				pm008319g0030	
OG0058918				pm003330g0010	
OG0058919				pm089295g0010	
OG0058921				pm160761g0010	
OG0058923				pm010048g0010	
OG0058932				pm020779g0020	
OG0058934				pm021927g0010	
OG0058940				pm008656g0060	
OG0058941				pm171787g0010	
OG0058947				pm087514g0010	
OG0058949				pm013361g0010	
OG0058951				pm278067g0010	
OG0058954				pm026860g0010	
OG0058955				pm013775g0010	
OG0058961				pm004969g0060	
OG0058962				pm029592g0020	
OG0058969				pm001466g0100	
OG0058975				pm008385g0040	
OG0058978				pm006837g0010	
OG0058979				pm006233g0010	
OG0058984				pm152377g0010	
OG0058985				pm151933g0010	
OG0058989				pm013901g0020	
OG0058991				pm009376g0030	
OG0059001				pm004161g0020	
OG0059008				pm001448g0050	
OG0059013				pm000345g0080	
OG0059015				pm061633g0010	
OG0059017				pm007484g0030	
OG0059019				pm016913g0010	
OG0059023				pm012635g0010	
OG0059024				pm001983g0050	
OG0059028				pm015800g0020	
OG0059033				pm106396g0010	
OG0059035				pm000735g0080	
OG0059038				pm079673g0010	
OG0059039				pm012881g0010	
OG0059043				pm183628g0010	
OG0059044				pm048559g0010	
OG0059048				pm043191g0010	
OG0059054				pm007077g0010	
OG0059057				pm008227g0020	
OG0059058				pm007524g0020	
OG0059066				pm003782g0010	
OG0059078				pm007743g0010	
OG0059079				pm017065g0010	
OG0059084				pm004371g0020	
OG0059086				pm010148g0010	
OG0059096				pm000191g0030	
OG0059100					Pp3s30_140
OG0059101				pm017906g0020	
OG0059109				pm032692g0010	
OG0059117				pm084905g0010	
OG0059123				pm003383g0040	
OG0059128				pm010434g0070	
OG0059132				pm239608g0010	
OG0059133				pm003198g0030	
OG0059147				pm002211g0020	
OG0059149				pm038915g0020	
OG0059153				pm070480g0010	
OG0059155				pm019738g0010	
OG0059156				pm011056g0020	
OG0059157				pm011920g0010	
OG0059158				pm000363g0030	
OG0059161				pm003707g0090	
OG0059163				pm011114g0020	
OG0059172				pm000856g0080	
OG0059176				pm009828g0010	
OG0059178				pm222572g0010	
OG0059180				pm002096g0030	
OG0059183				pm026310g0010	
OG0059185				pm018489g0010	
OG0059188				pm016940g0020	
OG0059189				pm003470g0030	
OG0059190				pm012610g0010	
OG0059192				pm002781g0040	
OG0059195				pm003134g0010	
OG0059197				pm043536g0010	
OG0059200				pm001125g0030	
OG0059205				pm003786g0010	
OG0059206				pm001363g0020	
OG0059210				pm000635g0010	
OG0059211				pm000564g0040	
OG0059212				pm038008g0010	
OG0059220				pm003920g0020	
OG0059225				pm029695g0020	
OG0059227				pm026424g0020	
OG0059228				pm011968g0030	
OG0059236				pm004969g0020	
OG0059241				pm002606g0010	
OG0059246				pm030604g0010	
OG0059252				pm006636g0030	
OG0059254				pm005023g0020	
OG0059258				pm030752g0010	
OG0059262				pm011823g0060	
OG0059263				pm034205g0020	
OG0059266				pm068474g0010	
OG0059269				pm054345g0010	
OG0059272				pm000040g0060	
OG0059276				pm022870g0010	
OG0059278				pm005658g0030	
OG0059279				pm005658g0020	
OG0059281				pm010805g0020	
OG0059282				pm007592g0040	
OG0059285				pm020820g0020	
OG0059286				pm018283g0020	
OG0059293				pm001135g0010	
OG0059294				pm009473g0030	
OG0059295				pm003905g0010	
OG0059299				pm001711g0100	
OG0059300				pm030355g0020	
OG0059301				pm262147g0010	
OG0059306				pm165755g0010	
OG0059307				pm002496g0050	
OG0059308				pm002496g0040	
OG0059313				pm002114g0010	
OG0059315				pm016645g0020	
OG0059316				pm053768g0010	
OG0059317				pm014956g0010	
OG0059320				pm013870g0030	
OG0059322				pm026727g0010	
OG0059325				pm004389g0040	
OG0059326				pm018436g0010	
OG0059327				pm000875g0060	
OG0059329				pm005122g0020	
OG0059332				pm121296g0010	
OG0059333				pm010640g0060	
OG0059334				pm089421g0010	
OG0059335				pm177071g0010	
OG0059338				pm000101g0120	
OG0059339				pm002612g0010	
OG0059341				pm021237g0010	
OG0059342				pm001651g0040	
OG0059343				pm021244g0020	
OG0059347				pm001625g0120	
OG0059352				pm047085g0010	
OG0059353				pm031345g0010	
OG0059354				pm008536g0010	
OG0059356				pm029640g0010	
OG0059358				pm016227g0020	
OG0059359				pm031441g0010	
OG0059360				pm098073g0010	
OG0059364				pm020567g0020	
OG0059367				pm002102g0020	
OG0059368				pm016779g0020	
OG0059378				pm155848g0010	
OG0059383				pm003925g0010	
OG0059387				pm003723g0010	
OG0059388				pm302518g0010	
OG0059390				pm001725g0010	
OG0059391				pm001725g0020	
OG0059394				pm004092g0010	
OG0059395				pm004092g0020	
OG0059397				pm007172g0020	
OG0059403				pm003663g0060	
OG0059406				pm011265g0030	
OG0059407				pm028409g0010	
OG0059412				pm240566g0010	
OG0059416				pm033533g0010	
OG0059417				pm012830g0010	
OG0059418				pm012882g0020	
OG0059424				pm001555g0020	
OG0059425				pm019543g0010	
OG0059432				pm015907g0010	
OG0059435				pm027572g0010	
OG0059437				pm191328g0010	
OG0059438				pm017381g0040	
OG0059441				pm021813g0020	
OG0059443				pm014915g0010	
OG0059444				pm227076g0010	
OG0059445				pm003519g0060	
OG0059446				pm141385g0010	
OG0059447				pm007719g0030	
OG0059449				pm260716g0010	
OG0059450				pm012283g0020	
OG0059451				pm015015g0010	
OG0059452				pm039351g0010	
OG0059454				pm013425g0020	
OG0059455				pm072056g0010	
OG0059458				pm006857g0030	
OG0059462				pm033756g0010	
OG0059465				pm004771g0050	
OG0059475				pm017474g0050	
OG0059477				pm012293g0020	
OG0059478				pm002094g0030	
OG0059479				pm168941g0010	
OG0059483				pm012710g0020	
OG0059497				pm000366g0030	
OG0059498				pm032467g0010	
OG0059500				pm118232g0010	
OG0059502				pm013701g0020	
OG0059504				pm007283g0020	
OG0059506				pm000659g0110	
OG0059508				pm005953g0080	
OG0059513				pm010364g0020	
OG0059514				pm044815g0010	
OG0059516				pm005746g0010	
OG0059517				pm005303g0010	
OG0059518				pm002755g0030	
OG0059522				pm210600g0010	
OG0059524				pm062485g0010	
OG0059525				pm001801g0010	
OG0059529				pm003130g0040	
OG0059532				pm002093g0080	
OG0059534				pm007585g0030	
OG0059537				pm002535g0010	
OG0059538				pm015303g0030	
OG0059539				pm010102g0030	
OG0059540				pm048657g0010	
OG0059541				pm000479g0040	
OG0059542				pm004249g0040	
OG0059547				pm073994g0010	
OG0059548				pm002698g0010	
OG0059552				pm005203g0060	
OG0059553				pm005937g0020	
OG0059554				pm030908g0020	
OG0059555				pm002865g0030	
OG0059556				pm100776g0010	
OG0059557				pm312049g0010	
OG0059558				pm004955g0090	
OG0059559				pm010093g0030	
OG0059561				pm042574g0010	
OG0059562				pm010710g0020	
OG0059563				pm032794g0010	
OG0059566				pm012257g0010	
OG0059569				pm010820g0030	
OG0059571				pm010004g0020	
OG0059573				pm007752g0030	
OG0059575				pm002540g0040	
OG0059578				pm140374g0010	
OG0059584				pm000439g0070	
OG0059585				pm004572g0010	
OG0059587				pm006867g0010	
OG0059589				pm034651g0010	
OG0059590				pm004632g0050	
OG0059592				pm001277g0020	
OG0059594				pm001105g0020	
OG0059596				pm018299g0020	
OG0059597				pm021046g0030	
OG0059598				pm004853g0030	
OG0059600				pm001177g0010	
OG0059601				pm008676g0020	
OG0059602				pm004479g0080	
OG0059603				pm004364g0020	
OG0059605				pm023129g0010	
OG0059606				pm013187g0030	
OG0059610				pm009015g0010	
OG0059611				pm312378g0010	
OG0059613				pm002742g0040	
OG0059618				pm007478g0010	
OG0059620				pm096112g0010	
OG0059622				pm001195g0030	
OG0059623				pm006648g0020	
OG0059628				pm118010g0010	
OG0059631				pm003262g0010	
OG0059636				pm022805g0020	
OG0059639				pm003633g0060	
OG0059642				pm028483g0010	
OG0059643				pm005395g0020	
OG0059644				pm003130g0010	
OG0059645				pm004246g0030	
OG0059647				pm230947g0010	
OG0059649				pm014427g0030	
OG0059651				pm015224g0030	
OG0059652				pm002108g0020	
OG0059653				pm005059g0010	
OG0059655				pm002647g0040	
OG0059657				pm255230g0010	
OG0059658				pm010569g0020	
OG0059660				pm001477g0030	
OG0059661				pm005325g0010	
OG0059662				pm012972g0010	
OG0059663				pm013076g0030	
OG0059665				pm001030g0020	
OG0059666				pm027040g0020	
OG0059667				pm013670g0010	
OG0059672				pm006862g0040	
OG0059676				pm017976g0020	
OG0059680				pm026728g0010	
OG0059681				pm192900g0010	
OG0059682				pm012206g0010	
OG0059684				pm000790g0010	
OG0059687				pm027544g0010	
OG0059689				pm022063g0010	
OG0059690				pm013864g0030	
OG0059691				pm009606g0030	
OG0059693				pm000416g0050	
OG0059694				pm011640g0020	
OG0059699				pm005115g0070	
OG0059700				pm014907g0010	
OG0059703				pm026469g0010	
OG0059704				pm016344g0010	
OG0059706				pm050477g0020	
OG0059710				pm013615g0010	
OG0059713				pm003890g0010	
OG0059714				pm008115g0050	
OG0059719				pm023603g0010	
OG0059722				pm006688g0030	
OG0059723				pm016739g0020	
OG0059725				pm014821g0010	
OG0059727				pm002205g0050	
OG0059731				pm007487g0010	
OG0059732				pm082764g0010	
OG0059735				pm000206g0120	
OG0059738				pm006016g0010	
OG0059739				pm004186g0010	
OG0059743				pm004491g0010	
OG0059745				pm016887g0020	
OG0059746				pm185333g0010	
OG0059749				pm014314g0010	
OG0059751				pm016553g0010	
OG0059753				pm001025g0010	
OG0059754				pm000915g0010	
OG0059755				pm110897g0010	
OG0059756				pm006448g0020	
OG0059757				pm007656g0010	
OG0059759				pm119284g0010	
OG0059760				pm007700g0020	
OG0059761				pm015161g0010	
OG0059762				pm004747g0010	
OG0059766				pm006573g0020	
OG0059768				pm002759g0010	
OG0059769				pm143391g0010	
OG0059771				pm026983g0010	
OG0059772				pm018923g0010	
OG0059778				pm010924g0040	
OG0059784				pm191226g0010	
OG0059785				pm000132g0060	
OG0059786				pm006320g0030	
OG0059788				pm003772g0010	
OG0059789				pm018356g0010	
OG0059791				pm055147g0010	
OG0059792				pm216486g0010	
OG0059795				pm000698g0030	
OG0059797				pm000479g0060	
OG0059802				pm004836g0050	
OG0059803				pm010943g0010	
OG0059807				pm006468g0010	
OG0059808				pm000556g0070	
OG0059811				pm005069g0010	
OG0059814				pm022473g0010	
OG0059817				pm025665g0020	
OG0059820				pm000759g0040	
OG0059821				pm035500g0010	
OG0059823				pm019483g0010	
OG0059824				pm000212g0010	
OG0059825				pm002321g0030	
OG0059826				pm281865g0010	
OG0059827				pm005819g0010	
OG0059829				pm006416g0010	
OG0059833				pm013162g0020	
OG0059834				pm001181g0040	
OG0059836				pm006960g0020	
OG0059838				pm089646g0010	
OG0059840				pm005642g0080	
OG0059841				pm000365g0130	
OG0059846				pm009569g0010	
OG0059847				pm000037g0220	
OG0059848				pm020128g0040	
OG0059849				pm006984g0020	
OG0059851				pm022300g0010	
OG0059854				pm018299g0010	
OG0059860				pm015681g0030	
OG0059867				pm004745g0030	
OG0059870				pm006870g0020	
OG0059871				pm009549g0020	
OG0059874				pm016723g0010	
OG0059875				pm005582g0010	
OG0059876				pm014300g0010	
OG0059879				pm021373g0010	
OG0059886				pm012997g0010	
OG0059887				pm005122g0010	
OG0059888				pm012655g0020	
OG0059890				pm017541g0010	
OG0059891				pm026606g0010	
OG0059892				pm004317g0110	
OG0059893				pm004852g0040	
OG0059894				pm000672g0100	
OG0059899				pm064932g0010	
OG0059904				pm032148g0010	
OG0059907				pm003023g0030	
OG0059912				pm025309g0010	
OG0059918				pm019946g0010	
OG0059923				pm001818g0020	
OG0059925				pm025257g0010	
OG0059926				pm003860g0030	
OG0059927				pm011327g0030	
OG0059931				pm001210g0010	
OG0059934				pm025608g0010	
OG0059936				pm015554g0010	
OG0059937				pm009735g0010	
OG0059938				pm007702g0010	
OG0059939				pm079184g0010	
OG0059943				pm010486g0020	
OG0059944				pm020139g0040	
OG0059949				pm120388g0010	
OG0059951				pm033984g0010	
OG0059952				pm006491g0010	
OG0059959				pm016132g0020	
OG0059961				pm008769g0030	
OG0059962				pm002076g0030	
OG0059967				pm018148g0030	
OG0059970				pm081139g0010	
OG0059971				pm016271g0030	
OG0059972				pm057351g0010	
OG0059973				pm000398g0080	
OG0059974				pm035963g0010	
OG0059975				pm013995g0010	
OG0059976				pm001616g0020	
OG0059977				pm060524g0010	
OG0059978				pm075007g0010	
OG0059981				pm219383g0010	
OG0059982				pm011342g0020	
OG0059983				pm020536g0010	
OG0059987				pm158367g0010	
OG0059990				pm057311g0010	
OG0059991				pm002896g0010	
OG0059995				pm007689g0010	
OG0059998				pm009277g0050	
OG0059999				pm004518g0050	
OG0060002				pm010088g0020	
OG0060009				pm005918g0020	
OG0060011				pm057660g0010	
OG0060013				pm009942g0010	
OG0060015				pm014229g0010	
OG0060022				pm007409g0020	
OG0060024				pm007159g0010	
OG0060026				pm018834g0030	
OG0060032				pm000129g0040	
OG0060033				pm061519g0010	
OG0060036				pm036524g0010	
OG0060037				pm064963g0010	
OG0060039				pm004252g0020	
OG0060041				pm002882g0030	
OG0060042				pm039387g0010	
OG0060044				pm031731g0010	
OG0060045				pm027258g0010	
OG0060046				pm070116g0010	
OG0060047				pm018127g0020	
OG0060055				pm001385g0030	
OG0060057				pm014487g0030	
OG0060059				pm083962g0010	
OG0060060				pm005012g0030	
OG0060061				pm013588g0020	
OG0060062				pm001891g0040	
OG0060064				pm001729g0010	
OG0060066				pm002341g0020	
OG0060070				pm031409g0010	
OG0060073				pm067323g0010	
OG0060074				pm024070g0030	
OG0060076				pm186193g0010	
OG0060079				pm014569g0050	
OG0060080				pm038142g0010	
OG0060081				pm014551g0020	
OG0060082				pm022264g0010	
OG0060083				pm007764g0040	
OG0060087				pm015457g0030	
OG0060094				pm000900g0060	
OG0060095				pm011984g0010	
OG0060096				pm002967g0050	
OG0060098				pm006604g0050	
OG0060104				pm009474g0010	
OG0060113				pm012864g0020	
OG0060115				pm006191g0040	
OG0060116				pm032491g0020	
OG0060119				pm001508g0050	
OG0060120				pm289748g0010	
OG0060122				pm001823g0010	
OG0060124				pm033139g0010	
OG0060126				pm009822g0040	
OG0060127				pm032083g0010	
OG0060131				pm005301g0030	
OG0060134				pm002569g0020	
OG0060135				pm023944g0020	
OG0060136				pm011909g0030	
OG0060138				pm001044g0040	
OG0060140				pm016372g0020	
OG0060142				pm147235g0010	
OG0060147				pm011032g0010	
OG0060148				pm063911g0010	
OG0060150				pm010002g0010	
OG0060151				pm007286g0020	
OG0060152				pm031635g0010	
OG0060153				pm163489g0010	
OG0060154				pm013742g0020	
OG0060157				pm007411g0010	
OG0060160				pm000949g0040	
OG0060162				pm023259g0010	
OG0060164				pm014652g0030	
OG0060165				pm022643g0010	
OG0060166				pm002047g0050	
OG0060168				pm004309g0010	
OG0060172				pm001154g0050	
OG0060174				pm002661g0030	
OG0060176				pm023878g0010	
OG0060177				pm020817g0010	
OG0060179				pm285429g0010	
OG0060181				pm214168g0010	
OG0060183				pm018699g0010	
OG0060185				pm014091g0010	
OG0060186				pm009848g0020	
OG0060187				pm000345g0050	
OG0060193				pm038876g0010	
OG0060194				pm031274g0030	
OG0060197				pm010786g0010	
OG0060199				pm011226g0020	
OG0060200				pm000856g0110	
OG0060201				pm005390g0020	
OG0060202				pm007154g0010	
OG0060203				pm000944g0050	
OG0060205				pm040824g0010	
OG0060208				pm004185g0010	
OG0060209				pm014336g0010	
OG0060210				pm000039g0040	
OG0060213				pm004394g0020	
OG0060216				pm071089g0010	
OG0060218				pm038990g0010	
OG0060219				pm006600g0010	
OG0060222				pm013557g0030	
OG0060223				pm009180g0020	
OG0060224				pm021848g0010	
OG0060226				pm031818g0010	
OG0060227				pm000761g0070	
OG0060232				pm015373g0010	
OG0060233				pm005144g0050	
OG0060235				pm034330g0010	
OG0060239				pm003395g0050	
OG0060242				pm016924g0020	
OG0060243				pm037569g0010	
OG0060244				pm015080g0010	
OG0060245				pm008652g0030	
OG0060252				pm086438g0010	
OG0060255				pm017753g0010	
OG0060256				pm000769g0010	
OG0060258				pm024934g0020	
OG0060260				pm110874g0010	
OG0060262				pm001141g0060	
OG0060263				pm019988g0020	
OG0060264				pm001269g0040	
OG0060267				pm006608g0020	
OG0060268				pm011458g0030	
OG0060271				pm022743g0020	
OG0060273				pm000954g0080	
OG0060278				pm029656g0020	
OG0060280				pm073701g0010	
OG0060281				pm000679g0080	
OG0060283				pm001677g0080	
OG0060285				pm022024g0020	
OG0060286				pm001745g0070	
OG0060287				pm003908g0020	
OG0060291				pm001079g0050	
OG0060293				pm018795g0050	
OG0060295				pm120539g0010	
OG0060296				pm000198g0140	
OG0060297				pm006328g0060	
OG0060298				pm002472g0020	
OG0060299				pm046403g0010	
OG0060301				pm024810g0010	
OG0060302				pm011853g0010	
OG0060303				pm000634g0080	
OG0060304				pm003626g0010	
OG0060306				pm009278g0010	
OG0060307				pm028930g0010	
OG0060310				pm001712g0010	
OG0060313				pm030660g0010	
OG0060314				pm004260g0020	
OG0060316				pm090940g0010	
OG0060319				pm006541g0010	
OG0060320				pm018674g0030	
OG0060321				pm004133g0040	
OG0060324				pm144595g0010	
OG0060325				pm081805g0010	
OG0060327				pm000660g0020	
OG0060329				pm013078g0010	
OG0060330				pm000460g0020	
OG0060331				pm020509g0010	
OG0060333				pm000091g0050	
OG0060334				pm016988g0010	
OG0060336				pm009651g0030	
OG0060337				pm003981g0020	
OG0060338				pm046848g0020	
OG0060340				pm013999g0010	
OG0060342				pm276235g0010	
OG0060344				pm011871g0020	
OG0060345				pm219154g0010	
OG0060346				pm000142g0020	
OG0060349				pm008752g0020	
OG0060350				pm000788g0040	
OG0060352				pm005144g0040	
OG0060353				pm244051g0010	
OG0060354				pm003312g0030	
OG0060355				pm004562g0010	
OG0060358				pm023058g0010	
OG0060359				pm252408g0010	
OG0060360				pm010642g0020	
OG0060362				pm007211g0010	
OG0060364				pm196498g0010	
OG0060365				pm017864g0020	
OG0060366				pm023804g0010	
OG0060368				pm013799g0010	
OG0060371				pm008236g0010	
OG0060372				pm188503g0010	
OG0060373				pm000013g0060	
OG0060374				pm061960g0020	
OG0060376				pm010622g0010	
OG0060378				pm152340g0010	
OG0060380				pm035054g0010	
OG0060385				pm010770g0010	
OG0060386				pm084803g0010	
OG0060388				pm004099g0030	
OG0060390				pm004736g0010	
OG0060391				pm284464g0010	
OG0060392				pm000618g0020	
OG0060393				pm012597g0050	
OG0060395				pm009359g0010	
OG0060396				pm050990g0020	
OG0060397				pm003235g0020	
OG0060399				pm007626g0030	
OG0060402				pm003544g0030	
OG0060404				pm012107g0020	
OG0060405				pm110418g0010	
OG0060407				pm010598g0010	
OG0060408				pm072737g0010	
OG0060412				pm025427g0010	
OG0060413				pm018902g0010	
OG0060414				pm027228g0010	
OG0060415				pm006955g0010	
OG0060417				pm285787g0010	
OG0060418				pm024658g0010	
OG0060420				pm039288g0010	
OG0060421				pm005063g0010	
OG0060425				pm013566g0030	
OG0060427				pm011239g0020	
OG0060429				pm001907g0010	
OG0060430				pm145156g0010	
OG0060432				pm000129g0050	
OG0060434				pm014567g0010	
OG0060435				pm010807g0010	
OG0060436				pm009564g0010	
OG0060439				pm008972g0010	
OG0060440				pm001781g0050	
OG0060441				pm087857g0010	
OG0060442				pm034991g0010	
OG0060444				pm025113g0010	
OG0060445				pm036338g0010	
OG0060446				pm001833g0030	
OG0060447				pm097142g0010	
OG0060448				pm003023g0010	
OG0060449				pm081132g0010	
OG0060450				pm004991g0050	
OG0060451				pm018339g0060	
OG0060452				pm008133g0030	
OG0060453				pm000368g0020	
OG0060459				pm017236g0050	
OG0060460				pm085308g0010	
OG0060464				pm002952g0060	
OG0060465				pm001035g0020	
OG0060467				pm000986g0030	
OG0060468				pm007374g0070	
OG0060469				pm001720g0020	
OG0060470				pm022633g0010	
OG0060472				pm001601g0060	
OG0060473				pm001308g0030	
OG0060474				pm005142g0010	
OG0060477				pm008061g0030	
OG0060480				pm012046g0010	
OG0060483				pm081317g0010	
OG0060484				pm007458g0010	
OG0060485				pm012478g0010	
OG0060488				pm012373g0010	
OG0060489				pm000035g0100	
OG0060490				pm028305g0010	
OG0060491				pm022605g0040	
OG0060493				pm000754g0130	
OG0060494				pm003686g0040	
OG0060500				pm028330g0010	
OG0060501				pm193754g0010	
OG0060505				pm108391g0010	
OG0060507				pm017203g0020	
OG0060508				pm003347g0020	
OG0060513				pm023761g0020	
OG0060517				pm002121g0020	
OG0060519				pm010297g0020	
OG0060524				pm003107g0010	
OG0060525				pm029499g0010	
OG0060526				pm001055g0070	
OG0060528				pm021083g0020	
OG0060530				pm000091g0200	
OG0060535				pm028028g0010	
OG0060536				pm000152g0160	
OG0060544				pm074170g0010	
OG0060545				pm071518g0010	
OG0060546				pm040412g0010	
OG0060548				pm009146g0010	
OG0060549				pm006708g0070	
OG0060551				pm004526g0020	
OG0060552				pm001773g0040	
OG0060553				pm030873g0010	
OG0060554				pm026700g0010	
OG0060555				pm020943g0020	
OG0060556				pm001352g0070	
OG0060557				pm016496g0010	
OG0060559				pm000835g0050	
OG0060561				pm032649g0010	
OG0060563				pm017241g0010	
OG0060564				pm022459g0010	
OG0060565				pm007999g0010	
OG0060566				pm005096g0010	
OG0060567				pm272183g0010	
OG0060571				pm000335g0090	
OG0060572				pm311940g0010	
OG0060573				pm005087g0030	
OG0060574				pm021319g0010	
OG0060575				pm038541g0010	
OG0060576				pm041002g0010	
OG0060577				pm287559g0010	
OG0060578				pm026005g0010	
OG0060580				pm012982g0010	
OG0060581				pm006757g0030	
OG0060582				pm000400g0030	
OG0060583				pm012855g0020	
OG0060586				pm000106g0180	
OG0060587				pm006020g0010	
OG0060589				pm241820g0010	
OG0060594				pm021414g0020	
OG0060595				pm032866g0010	
OG0060596				pm037554g0010	
OG0060598				pm005349g0030	
OG0060599				pm047714g0010	
OG0060600				pm005323g0010	
OG0060601				pm001483g0030	
OG0060602				pm010873g0010	
OG0060604				pm021366g0030	
OG0060605				pm035259g0010	
OG0060607				pm004166g0030	
OG0060610				pm000535g0010	
OG0060611				pm003496g0040	
OG0060612				pm002288g0060	
OG0060613				pm003399g0030	
OG0060615				pm041435g0010	
OG0060617				pm009129g0020	
OG0060618				pm016355g0010	
OG0060624				pm061578g0010	
OG0060625				pm006358g0030	
OG0060627				pm008795g0020	
OG0060629				pm002981g0040	
OG0060630				pm023203g0010	
OG0060633				pm001155g0030	
OG0060636				pm015956g0010	
OG0060637				pm260682g0010	
OG0060638				pm014567g0020	
OG0060639				pm015835g0040	
OG0060640				pm003945g0100	
OG0060641				pm002175g0040	
OG0060642				pm124315g0010	
OG0060645				pm004322g0070	
OG0060648				pm001405g0050	
OG0060649				pm069104g0010	
OG0060650				pm242969g0010	
OG0060652				pm009779g0030	
OG0060653				pm019280g0010	
OG0060656				pm007368g0020	
OG0060660				pm015793g0010	
